customer_id,journey_id,touchpoint_id,touchpoint_order,timestamp,channel,campaign,device,converted,is_conversion,conversion_value
CUST-00197,JOURNEY-00197,JOURNEY-00197-T01,1,2025-04-03 18:39:00,Paid Search,Product Search,Desktop,1,0,0.0
CUST-00197,JOURNEY-00197,JOURNEY-00197-T02,2,2025-04-04 17:42:00,Organic Social,LinkedIn Organic,Mobile,1,1,158.92
CUST-00198,JOURNEY-00198,JOURNEY-00198-T01,1,2025-03-04 03:21:00,Paid Search,Product Search,Tablet,0,0,0.0
CUST-00198,JOURNEY-00198,JOURNEY-00198-T02,2,2025-03-05 23:35:00,Direct,Direct Visit,Mobile,0,0,0.0
CUST-00198,JOURNEY-00198,JOURNEY-00198-T03,3,2025-03-06 16:08:00,Referral,Customer Referral,Mobile,0,0,0.0
CUST-00198,JOURNEY-00198,JOURNEY-00198-T04,4,2025-03-08 00:34:00,Display,Retargeting,Desktop,0,0,0.0
CUST-00198,JOURNEY-00198,JOURNEY-00198-T05,5,2025-03-09 07:49:00,Organic Social,LinkedIn Organic,Mobile,0,0,0.0
CUST-00199,JOURNEY-00199,JOURNEY-00199-T01,1,2025-02-03 16:45:00,Organic Search,SEO Blog,Desktop,1,0,0.0
CUST-00199,JOURNEY-00199,JOURNEY-00199-T02,2,2025-02-07 16:02:00,Referral,Customer Referral,Desktop,1,0,0.0
CUST-00199,JOURNEY-00199,JOURNEY-00199-T03,3,2025-02-07 20:03:00,Email,Welcome Series,Mobile,1,0,0.0
CUST-00199,JOURNEY-00199,JOURNEY-00199-T04,4,2025-02-11 00:31:00,Organic Social,LinkedIn Organic,Mobile,1,1,86.96
CUST-00200,JOURNEY-00200,JOURNEY-00200-T01,1,2025-03-28 07:47:00,Paid Social,LinkedIn Ads,Desktop,0,0,0.0
CUST-00200,JOURNEY-00200,JOURNEY-00200-T02,2,2025-03-30 02:41:00,Organic Social,Instagram Organic,Mobile,0,0,0.0
CUST-00200,JOURNEY-00200,JOURNEY-00200-T03,3,2025-04-02 19:58:00,Email,Newsletter,Desktop,0,0,0.0
CUST-00200,JOURNEY-00200,JOURNEY-00200-T04,4,2025-04-03 05:48:00,Paid Social,LinkedIn Ads,Desktop,0,0,0.0
CUST-00200,JOURNEY-00200,JOURNEY-00200-T05,5,2025-04-05 11:59:00,Email,Promotional Email,Desktop,0,0,0.0
CUST-00201,JOURNEY-00201,JOURNEY-00201-T01,1,2025-02-22 14:59:00,Referral,Affiliate,Desktop,0,0,0.0
CUST-00201,JOURNEY-00201,JOURNEY-00201-T02,2,2025-02-25 15:44:00,Organic Social,TikTok Organic,Desktop,0,0,0.0
CUST-00201,JOURNEY-00201,JOURNEY-00201-T03,3,2025-02-27 06:38:00,Paid Search,Product Search,Mobile,0,0,0.0
CUST-00202,JOURNEY-00202,JOURNEY-00202-T01,1,2025-04-20 15:58:00,Organic Social,LinkedIn Organic,Desktop,0,0,0.0
CUST-00203,JOURNEY-00203,JOURNEY-00203-T01,1,2025-06-02 04:04:00,Display,Prospecting,Mobile,1,0,0.0
CUST-00203,JOURNEY-00203,JOURNEY-00203-T02,2,2025-06-04 03:06:00,Paid Social,LinkedIn Ads,Mobile,1,0,0.0
CUST-00203,JOURNEY-00203,JOURNEY-00203-T03,3,2025-06-04 06:06:00,Direct,Direct Visit,Desktop,1,0,0.0
CUST-00203,JOURNEY-00203,JOURNEY-00203-T04,4,2025-06-04 23:23:00,Paid Search,Competitor Search,Mobile,1,0,0.0
CUST-00203,JOURNEY-00203,JOURNEY-00203-T05,5,2025-06-07 19:58:00,Paid Social,LinkedIn Ads,Mobile,1,0,0.0
CUST-00203,JOURNEY-00203,JOURNEY-00203-T06,6,2025-06-08 12:18:00,Organic Social,LinkedIn Organic,Mobile,1,0,0.0
CUST-00203,JOURNEY-00203,JOURNEY-00203-T07,7,2025-06-10 17:11:00,Paid Social,Facebook Ads,Mobile,1,0,0.0
CUST-00203,JOURNEY-00203,JOURNEY-00203-T08,8,2025-06-11 16:50:00,Paid Search,Product Search,Mobile,1,1,96.38
CUST-00204,JOURNEY-00204,JOURNEY-00204-T01,1,2025-02-20 08:08:00,Organic Search,Product Pages,Desktop,0,0,0.0
CUST-00204,JOURNEY-00204,JOURNEY-00204-T02,2,2025-02-22 18:38:00,Referral,Affiliate,Mobile,0,0,0.0
CUST-00204,JOURNEY-00204,JOURNEY-00204-T03,3,2025-02-26 09:55:00,Paid Social,LinkedIn Ads,Desktop,0,0,0.0
CUST-00204,JOURNEY-00204,JOURNEY-00204-T04,4,2025-03-01 13:46:00,Direct,Direct Visit,Mobile,0,0,0.0
CUST-00204,JOURNEY-00204,JOURNEY-00204-T05,5,2025-03-03 21:36:00,Organic Social,Instagram Organic,Desktop,0,0,0.0
CUST-00205,JOURNEY-00205,JOURNEY-00205-T01,1,2025-02-25 21:26:00,Organic Search,Product Pages,Desktop,0,0,0.0
CUST-00205,JOURNEY-00205,JOURNEY-00205-T02,2,2025-02-26 23:35:00,Paid Social,Instagram Ads,Desktop,0,0,0.0
CUST-00206,JOURNEY-00206,JOURNEY-00206-T01,1,2025-01-21 11:44:00,Organic Search,Educational Content,Desktop,0,0,0.0
CUST-00206,JOURNEY-00206,JOURNEY-00206-T02,2,2025-01-24 11:36:00,Referral,Affiliate,Mobile,0,0,0.0
CUST-00206,JOURNEY-00206,JOURNEY-00206-T03,3,2025-01-28 07:16:00,Organic Search,SEO Blog,Mobile,0,0,0.0
CUST-00206,JOURNEY-00206,JOURNEY-00206-T04,4,2025-01-28 09:46:00,Referral,Customer Referral,Desktop,0,0,0.0
CUST-00206,JOURNEY-00206,JOURNEY-00206-T05,5,2025-01-29 08:32:00,Paid Search,Brand Search,Mobile,0,0,0.0
CUST-00206,JOURNEY-00206,JOURNEY-00206-T06,6,2025-01-30 09:46:00,Paid Search,Product Search,Mobile,0,0,0.0
CUST-00207,JOURNEY-00207,JOURNEY-00207-T01,1,2025-02-05 13:41:00,Paid Social,LinkedIn Ads,Desktop,0,0,0.0
CUST-00207,JOURNEY-00207,JOURNEY-00207-T02,2,2025-02-07 10:05:00,Paid Search,Competitor Search,Mobile,0,0,0.0
CUST-00207,JOURNEY-00207,JOURNEY-00207-T03,3,2025-02-10 12:58:00,Paid Social,Instagram Ads,Desktop,0,0,0.0
CUST-00207,JOURNEY-00207,JOURNEY-00207-T04,4,2025-02-13 06:06:00,Direct,Direct Visit,Mobile,0,0,0.0
CUST-00207,JOURNEY-00207,JOURNEY-00207-T05,5,2025-02-14 01:51:00,Organic Social,LinkedIn Organic,Desktop,0,0,0.0
CUST-00208,JOURNEY-00208,JOURNEY-00208-T01,1,2025-04-13 19:04:00,Referral,Affiliate,Mobile,1,0,0.0
CUST-00208,JOURNEY-00208,JOURNEY-00208-T02,2,2025-04-15 14:07:00,Organic Social,LinkedIn Organic,Mobile,1,0,0.0
CUST-00208,JOURNEY-00208,JOURNEY-00208-T03,3,2025-04-18 15:21:00,Organic Search,Product Pages,Mobile,1,1,167.28
CUST-00209,JOURNEY-00209,JOURNEY-00209-T01,1,2025-06-13 07:32:00,Organic Search,SEO Blog,Desktop,0,0,0.0
CUST-00209,JOURNEY-00209,JOURNEY-00209-T02,2,2025-06-15 11:35:00,Paid Search,Brand Search,Desktop,0,0,0.0
CUST-00209,JOURNEY-00209,JOURNEY-00209-T03,3,2025-06-16 09:03:00,Organic Search,Educational Content,Desktop,0,0,0.0
CUST-00210,JOURNEY-00210,JOURNEY-00210-T01,1,2025-03-02 03:58:00,Organic Social,TikTok Organic,Mobile,0,0,0.0
CUST-00210,JOURNEY-00210,JOURNEY-00210-T02,2,2025-03-05 20:45:00,Organic Search,Educational Content,Mobile,0,0,0.0
CUST-00210,JOURNEY-00210,JOURNEY-00210-T03,3,2025-03-09 09:40:00,Email,Newsletter,Mobile,0,0,0.0
CUST-00211,JOURNEY-00211,JOURNEY-00211-T01,1,2025-01-12 17:00:00,Paid Social,Instagram Ads,Mobile,0,0,0.0
CUST-00212,JOURNEY-00212,JOURNEY-00212-T01,1,2025-03-08 22:36:00,Paid Social,Facebook Ads,Mobile,0,0,0.0
CUST-00212,JOURNEY-00212,JOURNEY-00212-T02,2,2025-03-12 03:08:00,Paid Search,Brand Search,Mobile,0,0,0.0
CUST-00213,JOURNEY-00213,JOURNEY-00213-T01,1,2025-05-16 11:01:00,Paid Social,Facebook Ads,Desktop,0,0,0.0
CUST-00213,JOURNEY-00213,JOURNEY-00213-T02,2,2025-05-18 18:33:00,Direct,Direct Visit,Mobile,0,0,0.0
CUST-00214,JOURNEY-00214,JOURNEY-00214-T01,1,2025-01-11 17:52:00,Display,Prospecting,Desktop,0,0,0.0
CUST-00214,JOURNEY-00214,JOURNEY-00214-T02,2,2025-01-14 16:40:00,Direct,Direct Visit,Mobile,0,0,0.0
CUST-00214,JOURNEY-00214,JOURNEY-00214-T03,3,2025-01-18 09:49:00,Email,Newsletter,Mobile,0,0,0.0
CUST-00214,JOURNEY-00214,JOURNEY-00214-T04,4,2025-01-21 03:40:00,Referral,Affiliate,Desktop,0,0,0.0
CUST-00215,JOURNEY-00215,JOURNEY-00215-T01,1,2025-03-19 15:34:00,Paid Search,Competitor Search,Mobile,0,0,0.0
CUST-00215,JOURNEY-00215,JOURNEY-00215-T02,2,2025-03-21 17:40:00,Direct,Direct Visit,Mobile,0,0,0.0
CUST-00215,JOURNEY-00215,JOURNEY-00215-T03,3,2025-03-24 15:31:00,Organic Search,Educational Content,Mobile,0,0,0.0
CUST-00215,JOURNEY-00215,JOURNEY-00215-T04,4,2025-03-26 23:43:00,Display,Banner Campaign,Mobile,0,0,0.0
CUST-00215,JOURNEY-00215,JOURNEY-00215-T05,5,2025-03-27 09:28:00,Referral,Partner Website,Desktop,0,0,0.0
CUST-00215,JOURNEY-00215,JOURNEY-00215-T06,6,2025-03-29 22:55:00,Paid Social,Facebook Ads,Mobile,0,0,0.0
CUST-00215,JOURNEY-00215,JOURNEY-00215-T07,7,2025-03-31 09:11:00,Organic Search,SEO Blog,Desktop,0,0,0.0
CUST-00215,JOURNEY-00215,JOURNEY-00215-T08,8,2025-04-01 09:20:00,Paid Search,Brand Search,Mobile,0,0,0.0
CUST-00216,JOURNEY-00216,JOURNEY-00216-T01,1,2025-06-27 19:03:00,Display,Retargeting,Desktop,0,0,0.0
CUST-00216,JOURNEY-00216,JOURNEY-00216-T02,2,2025-06-30 11:42:00,Paid Social,LinkedIn Ads,Tablet,0,0,0.0
CUST-00217,JOURNEY-00217,JOURNEY-00217-T01,1,2025-05-26 18:06:00,Paid Search,Competitor Search,Mobile,0,0,0.0
CUST-00217,JOURNEY-00217,JOURNEY-00217-T02,2,2025-05-30 11:26:00,Referral,Partner Website,Mobile,0,0,0.0
CUST-00217,JOURNEY-00217,JOURNEY-00217-T03,3,2025-06-02 07:07:00,Direct,Direct Visit,Mobile,0,0,0.0
CUST-00217,JOURNEY-00217,JOURNEY-00217-T04,4,2025-06-03 15:56:00,Organic Search,SEO Blog,Mobile,0,0,0.0
CUST-00217,JOURNEY-00217,JOURNEY-00217-T05,5,2025-06-04 05:35:00,Email,Newsletter,Desktop,0,0,0.0
CUST-00217,JOURNEY-00217,JOURNEY-00217-T06,6,2025-06-06 20:13:00,Direct,Direct Visit,Mobile,0,0,0.0
CUST-00218,JOURNEY-00218,JOURNEY-00218-T01,1,2025-03-16 06:12:00,Organic Search,SEO Blog,Mobile,0,0,0.0
CUST-00219,JOURNEY-00219,JOURNEY-00219-T01,1,2025-01-04 21:33:00,Paid Search,Product Search,Desktop,0,0,0.0
CUST-00219,JOURNEY-00219,JOURNEY-00219-T02,2,2025-01-07 23:39:00,Organic Social,TikTok Organic,Mobile,0,0,0.0
CUST-00219,JOURNEY-00219,JOURNEY-00219-T03,3,2025-01-10 05:22:00,Paid Social,Facebook Ads,Mobile,0,0,0.0
CUST-00219,JOURNEY-00219,JOURNEY-00219-T04,4,2025-01-12 10:29:00,Organic Social,Instagram Organic,Desktop,0,0,0.0
CUST-00219,JOURNEY-00219,JOURNEY-00219-T05,5,2025-01-15 00:06:00,Organic Search,Product Pages,Desktop,0,0,0.0
CUST-00219,JOURNEY-00219,JOURNEY-00219-T06,6,2025-01-16 22:53:00,Display,Prospecting,Mobile,0,0,0.0
CUST-00220,JOURNEY-00220,JOURNEY-00220-T01,1,2025-05-17 19:26:00,Email,Welcome Series,Mobile,0,0,0.0
CUST-00220,JOURNEY-00220,JOURNEY-00220-T02,2,2025-05-19 09:09:00,Organic Social,TikTok Organic,Mobile,0,0,0.0
CUST-00220,JOURNEY-00220,JOURNEY-00220-T03,3,2025-05-22 05:13:00,Email,Welcome Series,Mobile,0,0,0.0
CUST-00220,JOURNEY-00220,JOURNEY-00220-T04,4,2025-05-24 06:29:00,Organic Social,LinkedIn Organic,Mobile,0,0,0.0
CUST-00221,JOURNEY-00221,JOURNEY-00221-T01,1,2025-03-08 16:42:00,Paid Search,Brand Search,Mobile,0,0,0.0
CUST-00221,JOURNEY-00221,JOURNEY-00221-T02,2,2025-03-12 11:58:00,Organic Social,TikTok Organic,Mobile,0,0,0.0
CUST-00221,JOURNEY-00221,JOURNEY-00221-T03,3,2025-03-13 05:35:00,Paid Search,Competitor Search,Mobile,0,0,0.0
CUST-00221,JOURNEY-00221,JOURNEY-00221-T04,4,2025-03-15 03:25:00,Email,Welcome Series,Mobile,0,0,0.0
CUST-00222,JOURNEY-00222,JOURNEY-00222-T01,1,2025-02-07 00:09:00,Paid Search,Competitor Search,Desktop,0,0,0.0
CUST-00222,JOURNEY-00222,JOURNEY-00222-T02,2,2025-02-10 12:36:00,Organic Social,Instagram Organic,Mobile,0,0,0.0
CUST-00222,JOURNEY-00222,JOURNEY-00222-T03,3,2025-02-14 10:10:00,Display,Banner Campaign,Desktop,0,0,0.0
CUST-00223,JOURNEY-00223,JOURNEY-00223-T01,1,2025-06-01 15:28:00,Organic Social,TikTok Organic,Mobile,0,0,0.0
CUST-00223,JOURNEY-00223,JOURNEY-00223-T02,2,2025-06-05 02:36:00,Direct,Direct Visit,Mobile,0,0,0.0
CUST-00223,JOURNEY-00223,JOURNEY-00223-T03,3,2025-06-06 20:44:00,Organic Social,LinkedIn Organic,Desktop,0,0,0.0
CUST-00224,JOURNEY-00224,JOURNEY-00224-T01,1,2025-05-26 16:49:00,Organic Social,LinkedIn Organic,Desktop,0,0,0.0
CUST-00224,JOURNEY-00224,JOURNEY-00224-T02,2,2025-05-28 22:35:00,Paid Social,Facebook Ads,Mobile,0,0,0.0
CUST-00224,JOURNEY-00224,JOURNEY-00224-T03,3,2025-06-01 10:27:00,Direct,Direct Visit,Mobile,0,0,0.0
CUST-00224,JOURNEY-00224,JOURNEY-00224-T04,4,2025-06-02 14:22:00,Paid Social,Instagram Ads,Mobile,0,0,0.0
CUST-00224,JOURNEY-00224,JOURNEY-00224-T05,5,2025-06-03 11:36:00,Paid Social,Facebook Ads,Desktop,0,0,0.0
CUST-00224,JOURNEY-00224,JOURNEY-00224-T06,6,2025-06-03 22:44:00,Organic Search,SEO Blog,Mobile,0,0,0.0
CUST-00225,JOURNEY-00225,JOURNEY-00225-T01,1,2025-06-13 14:29:00,Organic Search,Educational Content,Mobile,0,0,0.0
CUST-00225,JOURNEY-00225,JOURNEY-00225-T02,2,2025-06-14 01:24:00,Paid Social,Instagram Ads,Mobile,0,0,0.0
CUST-00225,JOURNEY-00225,JOURNEY-00225-T03,3,2025-06-15 10:00:00,Email,Promotional Email,Desktop,0,0,0.0
CUST-00226,JOURNEY-00226,JOURNEY-00226-T01,1,2025-02-02 20:52:00,Organic Search,Product Pages,Desktop,0,0,0.0
CUST-00226,JOURNEY-00226,JOURNEY-00226-T02,2,2025-02-06 14:58:00,Organic Social,Instagram Organic,Desktop,0,0,0.0
CUST-00227,JOURNEY-00227,JOURNEY-00227-T01,1,2025-03-03 07:31:00,Email,Welcome Series,Mobile,0,0,0.0
CUST-00227,JOURNEY-00227,JOURNEY-00227-T02,2,2025-03-04 02:56:00,Organic Search,SEO Blog,Tablet,0,0,0.0
CUST-00227,JOURNEY-00227,JOURNEY-00227-T03,3,2025-03-04 18:30:00,Paid Social,Instagram Ads,Mobile,0,0,0.0
CUST-00227,JOURNEY-00227,JOURNEY-00227-T04,4,2025-03-07 15:41:00,Paid Search,Product Search,Mobile,0,0,0.0
CUST-00228,JOURNEY-00228,JOURNEY-00228-T01,1,2025-01-14 15:08:00,Organic Social,TikTok Organic,Mobile,0,0,0.0
CUST-00229,JOURNEY-00229,JOURNEY-00229-T01,1,2025-01-16 05:04:00,Organic Search,Educational Content,Mobile,0,0,0.0
CUST-00229,JOURNEY-00229,JOURNEY-00229-T02,2,2025-01-20 03:47:00,Organic Social,Instagram Organic,Mobile,0,0,0.0
CUST-00229,JOURNEY-00229,JOURNEY-00229-T03,3,2025-01-20 06:01:00,Direct,Direct Visit,Mobile,0,0,0.0
CUST-00230,JOURNEY-00230,JOURNEY-00230-T01,1,2025-05-10 08:07:00,Email,Welcome Series,Mobile,0,0,0.0
CUST-00230,JOURNEY-00230,JOURNEY-00230-T02,2,2025-05-11 14:39:00,Organic Search,Product Pages,Mobile,0,0,0.0
CUST-00231,JOURNEY-00231,JOURNEY-00231-T01,1,2025-02-03 05:36:00,Organic Search,Product Pages,Mobile,0,0,0.0
CUST-00231,JOURNEY-00231,JOURNEY-00231-T02,2,2025-02-03 11:51:00,Paid Search,Product Search,Mobile,0,0,0.0
CUST-00232,JOURNEY-00232,JOURNEY-00232-T01,1,2025-02-28 17:53:00,Organic Search,SEO Blog,Desktop,0,0,0.0
CUST-00232,JOURNEY-00232,JOURNEY-00232-T02,2,2025-03-01 19:49:00,Paid Social,Facebook Ads,Desktop,0,0,0.0
CUST-00233,JOURNEY-00233,JOURNEY-00233-T01,1,2025-04-28 18:38:00,Organic Social,TikTok Organic,Desktop,0,0,0.0
CUST-00233,JOURNEY-00233,JOURNEY-00233-T02,2,2025-04-30 08:31:00,Paid Search,Product Search,Desktop,0,0,0.0
CUST-00233,JOURNEY-00233,JOURNEY-00233-T03,3,2025-05-03 03:39:00,Paid Social,LinkedIn Ads,Mobile,0,0,0.0
CUST-00233,JOURNEY-00233,JOURNEY-00233-T04,4,2025-05-06 20:10:00,Organic Search,SEO Blog,Mobile,0,0,0.0
CUST-00234,JOURNEY-00234,JOURNEY-00234-T01,1,2025-03-21 22:10:00,Organic Social,LinkedIn Organic,Mobile,0,0,0.0
CUST-00234,JOURNEY-00234,JOURNEY-00234-T02,2,2025-03-23 06:07:00,Paid Social,Instagram Ads,Desktop,0,0,0.0
CUST-00234,JOURNEY-00234,JOURNEY-00234-T03,3,2025-03-24 21:36:00,Referral,Customer Referral,Desktop,0,0,0.0
CUST-00235,JOURNEY-00235,JOURNEY-00235-T01,1,2025-01-25 18:39:00,Email,Welcome Series,Desktop,0,0,0.0
CUST-00235,JOURNEY-00235,JOURNEY-00235-T02,2,2025-01-28 05:04:00,Direct,Direct Visit,Mobile,0,0,0.0
CUST-00235,JOURNEY-00235,JOURNEY-00235-T03,3,2025-01-28 16:05:00,Paid Search,Competitor Search,Desktop,0,0,0.0
CUST-00236,JOURNEY-00236,JOURNEY-00236-T01,1,2025-03-15 04:22:00,Organic Search,Educational Content,Mobile,0,0,0.0
CUST-00236,JOURNEY-00236,JOURNEY-00236-T02,2,2025-03-18 20:23:00,Display,Prospecting,Mobile,0,0,0.0
CUST-00236,JOURNEY-00236,JOURNEY-00236-T03,3,2025-03-21 13:33:00,Organic Search,Product Pages,Desktop,0,0,0.0
CUST-00237,JOURNEY-00237,JOURNEY-00237-T01,1,2025-01-19 04:19:00,Email,Newsletter,Desktop,0,0,0.0
CUST-00237,JOURNEY-00237,JOURNEY-00237-T02,2,2025-01-20 09:45:00,Organic Social,TikTok Organic,Mobile,0,0,0.0
CUST-00237,JOURNEY-00237,JOURNEY-00237-T03,3,2025-01-21 17:39:00,Email,Promotional Email,Desktop,0,0,0.0
CUST-00238,JOURNEY-00238,JOURNEY-00238-T01,1,2025-01-18 14:30:00,Display,Prospecting,Desktop,0,0,0.0
CUST-00238,JOURNEY-00238,JOURNEY-00238-T02,2,2025-01-21 19:54:00,Organic Search,Product Pages,Tablet,0,0,0.0
CUST-00238,JOURNEY-00238,JOURNEY-00238-T03,3,2025-01-24 07:03:00,Email,Welcome Series,Mobile,0,0,0.0
CUST-00238,JOURNEY-00238,JOURNEY-00238-T04,4,2025-01-26 09:36:00,Referral,Customer Referral,Desktop,0,0,0.0
CUST-00238,JOURNEY-00238,JOURNEY-00238-T05,5,2025-01-28 23:19:00,Organic Search,Educational Content,Mobile,0,0,0.0
CUST-00238,JOURNEY-00238,JOURNEY-00238-T06,6,2025-01-31 11:27:00,Organic Social,TikTok Organic,Mobile,0,0,0.0
CUST-00239,JOURNEY-00239,JOURNEY-00239-T01,1,2025-01-23 12:04:00,Email,Promotional Email,Mobile,0,0,0.0
CUST-00240,JOURNEY-00240,JOURNEY-00240-T01,1,2025-01-10 09:30:00,Organic Search,Product Pages,Mobile,0,0,0.0
CUST-00240,JOURNEY-00240,JOURNEY-00240-T02,2,2025-01-10 18:54:00,Paid Search,Competitor Search,Mobile,0,0,0.0
CUST-00241,JOURNEY-00241,JOURNEY-00241-T01,1,2025-02-14 09:54:00,Paid Search,Brand Search,Desktop,1,0,0.0
CUST-00241,JOURNEY-00241,JOURNEY-00241-T02,2,2025-02-16 00:55:00,Organic Social,Instagram Organic,Mobile,1,0,0.0
CUST-00241,JOURNEY-00241,JOURNEY-00241-T03,3,2025-02-19 23:19:00,Organic Search,Product Pages,Mobile,1,0,0.0
CUST-00241,JOURNEY-00241,JOURNEY-00241-T04,4,2025-02-22 04:12:00,Email,Promotional Email,Desktop,1,1,77.23
CUST-00242,JOURNEY-00242,JOURNEY-00242-T01,1,2025-04-11 23:56:00,Direct,Direct Visit,Desktop,0,0,0.0
CUST-00242,JOURNEY-00242,JOURNEY-00242-T02,2,2025-04-14 15:35:00,Email,Welcome Series,Mobile,0,0,0.0
CUST-00242,JOURNEY-00242,JOURNEY-00242-T03,3,2025-04-15 08:39:00,Paid Search,Competitor Search,Mobile,0,0,0.0
CUST-00242,JOURNEY-00242,JOURNEY-00242-T04,4,2025-04-17 09:03:00,Display,Banner Campaign,Mobile,0,0,0.0
CUST-00242,JOURNEY-00242,JOURNEY-00242-T05,5,2025-04-19 20:53:00,Paid Social,LinkedIn Ads,Mobile,0,0,0.0
CUST-00243,JOURNEY-00243,JOURNEY-00243-T01,1,2025-02-20 21:06:00,Organic Search,SEO Blog,Desktop,0,0,0.0
CUST-00243,JOURNEY-00243,JOURNEY-00243-T02,2,2025-02-23 21:19:00,Referral,Affiliate,Mobile,0,0,0.0
CUST-00243,JOURNEY-00243,JOURNEY-00243-T03,3,2025-02-26 01:45:00,Paid Search,Competitor Search,Desktop,0,0,0.0
CUST-00244,JOURNEY-00244,JOURNEY-00244-T01,1,2025-02-06 13:34:00,Organic Search,SEO Blog,Mobile,0,0,0.0
CUST-00244,JOURNEY-00244,JOURNEY-00244-T02,2,2025-02-09 07:52:00,Email,Welcome Series,Mobile,0,0,0.0
CUST-00244,JOURNEY-00244,JOURNEY-00244-T03,3,2025-02-11 08:01:00,Paid Search,Competitor Search,Desktop,0,0,0.0
CUST-00245,JOURNEY-00245,JOURNEY-00245-T01,1,2025-02-09 09:15:00,Direct,Direct Visit,Mobile,0,0,0.0
CUST-00245,JOURNEY-00245,JOURNEY-00245-T02,2,2025-02-11 15:25:00,Paid Search,Product Search,Desktop,0,0,0.0
CUST-00245,JOURNEY-00245,JOURNEY-00245-T03,3,2025-02-13 05:52:00,Display,Prospecting,Desktop,0,0,0.0
CUST-00246,JOURNEY-00246,JOURNEY-00246-T01,1,2025-03-24 20:18:00,Organic Search,SEO Blog,Mobile,0,0,0.0
CUST-00246,JOURNEY-00246,JOURNEY-00246-T02,2,2025-03-28 05:19:00,Referral,Partner Website,Tablet,0,0,0.0
CUST-00246,JOURNEY-00246,JOURNEY-00246-T03,3,2025-03-30 03:14:00,Organic Search,SEO Blog,Tablet,0,0,0.0
CUST-00246,JOURNEY-00246,JOURNEY-00246-T04,4,2025-04-02 02:07:00,Paid Search,Product Search,Desktop,0,0,0.0
CUST-00246,JOURNEY-00246,JOURNEY-00246-T05,5,2025-04-03 07:02:00,Organic Search,Educational Content,Mobile,0,0,0.0
CUST-00246,JOURNEY-00246,JOURNEY-00246-T06,6,2025-04-04 15:27:00,Email,Newsletter,Desktop,0,0,0.0
CUST-00247,JOURNEY-00247,JOURNEY-00247-T01,1,2025-05-27 21:02:00,Paid Social,LinkedIn Ads,Desktop,0,0,0.0
CUST-00247,JOURNEY-00247,JOURNEY-00247-T02,2,2025-05-28 11:58:00,Referral,Affiliate,Desktop,0,0,0.0
CUST-00247,JOURNEY-00247,JOURNEY-00247-T03,3,2025-06-01 11:10:00,Organic Search,Product Pages,Desktop,0,0,0.0
CUST-00247,JOURNEY-00247,JOURNEY-00247-T04,4,2025-06-05 10:21:00,Display,Retargeting,Mobile,0,0,0.0
CUST-00247,JOURNEY-00247,JOURNEY-00247-T05,5,2025-06-06 06:25:00,Paid Search,Competitor Search,Desktop,0,0,0.0
CUST-00247,JOURNEY-00247,JOURNEY-00247-T06,6,2025-06-08 15:49:00,Paid Social,Facebook Ads,Mobile,0,0,0.0
CUST-00248,JOURNEY-00248,JOURNEY-00248-T01,1,2025-02-03 23:19:00,Paid Search,Product Search,Mobile,0,0,0.0
CUST-00248,JOURNEY-00248,JOURNEY-00248-T02,2,2025-02-07 12:06:00,Organic Search,SEO Blog,Desktop,0,0,0.0
CUST-00248,JOURNEY-00248,JOURNEY-00248-T03,3,2025-02-08 14:22:00,Email,Welcome Series,Desktop,0,0,0.0
CUST-00248,JOURNEY-00248,JOURNEY-00248-T04,4,2025-02-10 10:18:00,Organic Search,Educational Content,Desktop,0,0,0.0
CUST-00248,JOURNEY-00248,JOURNEY-00248-T05,5,2025-02-13 15:03:00,Direct,Direct Visit,Desktop,0,0,0.0
CUST-00249,JOURNEY-00249,JOURNEY-00249-T01,1,2025-03-13 19:12:00,Organic Social,Instagram Organic,Mobile,0,0,0.0
CUST-00249,JOURNEY-00249,JOURNEY-00249-T02,2,2025-03-17 11:50:00,Paid Search,Competitor Search,Mobile,0,0,0.0
CUST-00249,JOURNEY-00249,JOURNEY-00249-T03,3,2025-03-21 00:18:00,Display,Retargeting,Mobile,0,0,0.0
CUST-00250,JOURNEY-00250,JOURNEY-00250-T01,1,2025-06-01 22:01:00,Organic Social,LinkedIn Organic,Mobile,0,0,0.0
CUST-00251,JOURNEY-00251,JOURNEY-00251-T01,1,2025-01-23 10:52:00,Organic Social,Instagram Organic,Tablet,1,0,0.0
CUST-00251,JOURNEY-00251,JOURNEY-00251-T02,2,2025-01-26 06:22:00,Referral,Affiliate,Mobile,1,0,0.0
CUST-00251,JOURNEY-00251,JOURNEY-00251-T03,3,2025-01-28 19:06:00,Paid Search,Competitor Search,Mobile,1,0,0.0
CUST-00251,JOURNEY-00251,JOURNEY-00251-T04,4,2025-01-29 20:01:00,Organic Search,Product Pages,Tablet,1,0,0.0
CUST-00251,JOURNEY-00251,JOURNEY-00251-T05,5,2025-02-02 19:45:00,Email,Newsletter,Mobile,1,1,158.43
CUST-00252,JOURNEY-00252,JOURNEY-00252-T01,1,2025-01-22 00:17:00,Paid Search,Brand Search,Desktop,0,0,0.0
CUST-00252,JOURNEY-00252,JOURNEY-00252-T02,2,2025-01-22 18:00:00,Organic Social,Instagram Organic,Desktop,0,0,0.0
CUST-00252,JOURNEY-00252,JOURNEY-00252-T03,3,2025-01-23 17:01:00,Paid Search,Competitor Search,Mobile,0,0,0.0
