journey_id,customer_id,first_touch_timestamp,last_touch_timestamp,first_channel,last_channel,first_campaign,last_campaign,touchpoint_count,unique_channels,converted,conversion_events,conversion_value,journey_duration_hours,conversion_timestamp,days_to_conversion,journey_path
JOURNEY-01083,CUST-01083,2025-04-11 16:28:00,2025-04-13 23:57:00,Paid Search,Organic Search,Product Search,SEO Blog,2,2,0,0,0.0,55.48,,,Paid Search > Organic Search
JOURNEY-01084,CUST-01084,2025-06-24 20:26:00,2025-06-26 08:41:00,Paid Search,Paid Search,Brand Search,Product Search,3,2,0,0,0.0,36.25,,,Paid Search > Organic Search > Paid Search
JOURNEY-01085,CUST-01085,2025-03-17 02:00:00,2025-03-17 02:00:00,Referral,Referral,Affiliate,Affiliate,1,1,0,0,0.0,0.0,,,Referral
JOURNEY-01086,CUST-01086,2025-01-13 20:32:00,2025-01-15 12:33:00,Organic Social,Email,LinkedIn Organic,Newsletter,2,2,0,0,0.0,40.02,,,Organic Social > Email
JOURNEY-01087,CUST-01087,2025-04-19 23:38:00,2025-04-24 21:47:00,Organic Search,Display,Educational Content,Banner Campaign,3,3,0,0,0.0,118.15,,,Organic Search > Email > Display
JOURNEY-01088,CUST-01088,2025-04-14 14:44:00,2025-04-20 09:07:00,Organic Search,Referral,SEO Blog,Affiliate,3,2,0,0,0.0,138.38,,,Organic Search > Organic Search > Referral
JOURNEY-01089,CUST-01089,2025-04-13 19:22:00,2025-04-13 19:22:00,Display,Display,Prospecting,Prospecting,1,1,0,0,0.0,0.0,,,Display
JOURNEY-01090,CUST-01090,2025-03-02 14:21:00,2025-03-08 15:54:00,Organic Social,Paid Social,LinkedIn Organic,LinkedIn Ads,4,4,0,0,0.0,145.55,,,Organic Social > Organic Search > Display > Paid Social
JOURNEY-01091,CUST-01091,2025-04-20 20:32:00,2025-04-20 20:32:00,Organic Social,Organic Social,LinkedIn Organic,LinkedIn Organic,1,1,0,0,0.0,0.0,,,Organic Social
JOURNEY-01092,CUST-01092,2025-03-02 13:41:00,2025-03-13 15:23:00,Organic Social,Organic Social,Instagram Organic,Instagram Organic,5,4,0,0,0.0,265.7,,,Organic Social > Display > Direct > Paid Social > Organic Social
JOURNEY-01093,CUST-01093,2025-03-08 14:28:00,2025-03-11 10:42:00,Organic Search,Referral,Product Pages,Partner Website,3,3,0,0,0.0,68.23,,,Organic Search > Organic Social > Referral
JOURNEY-01094,CUST-01094,2025-05-20 06:04:00,2025-05-20 06:04:00,Paid Social,Paid Social,Instagram Ads,Instagram Ads,1,1,0,0,0.0,0.0,,,Paid Social
JOURNEY-01095,CUST-01095,2025-05-02 02:26:00,2025-05-02 02:26:00,Organic Social,Organic Social,TikTok Organic,TikTok Organic,1,1,0,0,0.0,0.0,,,Organic Social
JOURNEY-01096,CUST-01096,2025-01-28 15:32:00,2025-01-29 18:12:00,Paid Search,Organic Search,Product Search,Educational Content,2,2,0,0,0.0,26.67,,,Paid Search > Organic Search
JOURNEY-01097,CUST-01097,2025-02-23 18:07:00,2025-02-28 05:14:00,Referral,Paid Social,Partner Website,LinkedIn Ads,3,3,0,0,0.0,107.12,,,Referral > Paid Search > Paid Social
JOURNEY-01098,CUST-01098,2025-02-14 19:41:00,2025-02-20 09:54:00,Email,Organic Search,Promotional Email,Product Pages,3,3,0,0,0.0,134.22,,,Email > Direct > Organic Search
JOURNEY-01099,CUST-01099,2025-05-09 15:59:00,2025-05-16 16:23:00,Direct,Referral,Direct Visit,Customer Referral,3,3,1,1,61.87,168.4,2025-05-16 16:23:00,7.02,Direct > Email > Referral
JOURNEY-01100,CUST-01100,2025-05-06 16:18:00,2025-05-21 10:14:00,Direct,Email,Direct Visit,Welcome Series,7,5,0,0,0.0,353.93,,,Direct > Organic Search > Display > Paid Search > Display > Organic Search > Email
JOURNEY-01101,CUST-01101,2025-02-23 15:45:00,2025-03-05 03:07:00,Display,Direct,Prospecting,Direct Visit,5,5,0,0,0.0,227.37,,,Display > Paid Search > Referral > Organic Search > Direct
JOURNEY-01102,CUST-01102,2025-02-11 11:34:00,2025-02-15 09:25:00,Paid Search,Display,Brand Search,Prospecting,3,3,1,1,283.7,93.85,2025-02-15 09:25:00,3.91,Paid Search > Paid Social > Display
JOURNEY-01103,CUST-01103,2025-05-03 06:07:00,2025-05-11 19:16:00,Paid Search,Email,Product Search,Promotional Email,7,5,0,0,0.0,205.15,,,Paid Search > Email > Display > Paid Search > Organic Social > Organic Search > Email
JOURNEY-01104,CUST-01104,2025-01-06 07:44:00,2025-01-06 07:44:00,Organic Search,Organic Search,Product Pages,Product Pages,1,1,0,0,0.0,0.0,,,Organic Search
JOURNEY-01105,CUST-01105,2025-01-02 08:27:00,2025-01-09 23:07:00,Display,Referral,Prospecting,Affiliate,4,3,0,0,0.0,182.67,,,Display > Organic Search > Organic Search > Referral
JOURNEY-01106,CUST-01106,2025-02-22 21:30:00,2025-02-26 19:16:00,Direct,Direct,Direct Visit,Direct Visit,3,2,0,0,0.0,93.77,,,Direct > Display > Direct
JOURNEY-01107,CUST-01107,2025-01-26 18:30:00,2025-01-29 17:06:00,Paid Social,Paid Search,Facebook Ads,Product Search,2,2,0,0,0.0,70.6,,,Paid Social > Paid Search
JOURNEY-01108,CUST-01108,2025-02-25 00:54:00,2025-03-07 11:21:00,Paid Search,Organic Social,Brand Search,TikTok Organic,5,5,0,0,0.0,250.45,,,Paid Search > Organic Search > Direct > Email > Organic Social
JOURNEY-01109,CUST-01109,2025-04-01 19:44:00,2025-04-06 10:07:00,Organic Search,Organic Search,Educational Content,SEO Blog,4,3,0,0,0.0,110.38,,,Organic Search > Paid Search > Display > Organic Search
JOURNEY-01110,CUST-01110,2025-04-20 02:14:00,2025-04-22 03:11:00,Direct,Display,Direct Visit,Prospecting,2,2,0,0,0.0,48.95,,,Direct > Display
JOURNEY-01111,CUST-01111,2025-05-17 23:56:00,2025-05-22 16:45:00,Email,Paid Search,Welcome Series,Competitor Search,3,3,0,0,0.0,112.82,,,Email > Referral > Paid Search
JOURNEY-01112,CUST-01112,2025-03-24 09:27:00,2025-03-25 04:40:00,Paid Social,Display,Instagram Ads,Retargeting,3,2,0,0,0.0,19.22,,,Paid Social > Paid Social > Display
JOURNEY-01113,CUST-01113,2025-05-19 00:37:00,2025-05-26 16:38:00,Referral,Organic Social,Partner Website,LinkedIn Organic,4,4,0,0,0.0,184.02,,,Referral > Display > Paid Search > Organic Social
JOURNEY-01114,CUST-01114,2025-06-07 19:44:00,2025-06-10 09:31:00,Paid Social,Organic Search,Facebook Ads,Product Pages,3,3,0,0,0.0,61.78,,,Paid Social > Direct > Organic Search
JOURNEY-01115,CUST-01115,2025-04-26 21:01:00,2025-04-27 12:00:00,Paid Search,Paid Social,Product Search,Instagram Ads,2,2,0,0,0.0,14.98,,,Paid Search > Paid Social
JOURNEY-01116,CUST-01116,2025-04-21 17:50:00,2025-04-22 17:06:00,Organic Social,Direct,Instagram Organic,Direct Visit,4,3,0,0,0.0,23.27,,,Organic Social > Direct > Paid Social > Direct
JOURNEY-01117,CUST-01117,2025-06-24 04:46:00,2025-07-04 00:12:00,Paid Social,Referral,Instagram Ads,Affiliate,4,4,0,0,0.0,235.43,,,Paid Social > Paid Search > Organic Search > Referral
JOURNEY-01118,CUST-01118,2025-03-23 21:47:00,2025-03-28 13:23:00,Referral,Paid Social,Partner Website,LinkedIn Ads,3,3,0,0,0.0,111.6,,,Referral > Organic Search > Paid Social
JOURNEY-01119,CUST-01119,2025-04-30 13:41:00,2025-04-30 13:41:00,Direct,Direct,Direct Visit,Direct Visit,1,1,0,0,0.0,0.0,,,Direct
JOURNEY-01120,CUST-01120,2025-06-26 02:19:00,2025-06-29 20:24:00,Organic Search,Referral,Educational Content,Customer Referral,3,3,0,0,0.0,90.08,,,Organic Search > Paid Social > Referral
JOURNEY-01121,CUST-01121,2025-02-05 10:29:00,2025-02-05 10:29:00,Referral,Referral,Affiliate,Affiliate,1,1,0,0,0.0,0.0,,,Referral
JOURNEY-01122,CUST-01122,2025-02-04 01:43:00,2025-02-12 16:14:00,Direct,Paid Search,Direct Visit,Brand Search,5,4,0,0,0.0,206.52,,,Direct > Display > Display > Organic Search > Paid Search
JOURNEY-01123,CUST-01123,2025-02-09 13:35:00,2025-02-09 13:35:00,Organic Search,Organic Search,SEO Blog,SEO Blog,1,1,0,0,0.0,0.0,,,Organic Search
JOURNEY-01124,CUST-01124,2025-02-21 01:42:00,2025-02-26 18:38:00,Paid Search,Paid Search,Competitor Search,Competitor Search,3,2,0,0,0.0,136.93,,,Paid Search > Organic Social > Paid Search
JOURNEY-01125,CUST-01125,2025-02-06 17:23:00,2025-02-10 05:53:00,Paid Search,Paid Social,Product Search,Facebook Ads,4,3,1,1,99.99,84.5,2025-02-10 05:53:00,3.52,Paid Search > Paid Social > Organic Search > Paid Social
JOURNEY-01126,CUST-01126,2025-06-29 13:14:00,2025-07-04 18:44:00,Organic Social,Direct,TikTok Organic,Direct Visit,4,3,0,0,0.0,125.5,,,Organic Social > Paid Social > Paid Social > Direct
JOURNEY-01127,CUST-01127,2025-01-28 08:16:00,2025-02-03 08:27:00,Direct,Organic Search,Direct Visit,SEO Blog,3,3,0,0,0.0,144.18,,,Direct > Paid Social > Organic Search
JOURNEY-01128,CUST-01128,2025-02-14 03:23:00,2025-02-27 05:47:00,Referral,Organic Social,Customer Referral,TikTok Organic,7,6,1,1,104.78,314.4,2025-02-27 05:47:00,13.1,Referral > Email > Referral > Paid Social > Display > Organic Search > Organic Social
JOURNEY-01129,CUST-01129,2025-04-24 07:29:00,2025-04-29 21:23:00,Organic Search,Paid Social,Educational Content,Facebook Ads,5,4,0,0,0.0,133.9,,,Organic Search > Display > Paid Search > Organic Search > Paid Social
JOURNEY-01130,CUST-01130,2025-01-20 11:46:00,2025-01-20 22:28:00,Paid Search,Organic Social,Product Search,Instagram Organic,2,2,0,0,0.0,10.7,,,Paid Search > Organic Social
JOURNEY-01131,CUST-01131,2025-04-01 13:04:00,2025-04-02 21:58:00,Email,Display,Newsletter,Banner Campaign,3,3,0,0,0.0,32.9,,,Email > Paid Search > Display
JOURNEY-01132,CUST-01132,2025-03-01 04:36:00,2025-03-04 11:47:00,Organic Search,Paid Search,Product Pages,Competitor Search,2,2,0,0,0.0,79.18,,,Organic Search > Paid Search
JOURNEY-01133,CUST-01133,2025-03-16 05:54:00,2025-03-25 15:20:00,Email,Display,Newsletter,Banner Campaign,4,4,0,0,0.0,225.43,,,Email > Organic Search > Paid Search > Display
JOURNEY-01134,CUST-01134,2025-03-03 17:12:00,2025-03-05 00:51:00,Organic Search,Organic Social,SEO Blog,Instagram Organic,3,3,0,0,0.0,31.65,,,Organic Search > Email > Organic Social
JOURNEY-01135,CUST-01135,2025-06-12 06:15:00,2025-06-14 12:16:00,Email,Organic Social,Promotional Email,LinkedIn Organic,2,2,0,0,0.0,54.02,,,Email > Organic Social
JOURNEY-01136,CUST-01136,2025-03-02 04:21:00,2025-03-12 09:28:00,Organic Social,Paid Social,Instagram Organic,LinkedIn Ads,5,5,0,0,0.0,245.12,,,Organic Social > Email > Paid Search > Organic Search > Paid Social
JOURNEY-01137,CUST-01137,2025-03-10 15:00:00,2025-03-12 06:36:00,Paid Search,Referral,Competitor Search,Customer Referral,2,2,1,1,259.41,39.6,2025-03-12 06:36:00,1.65,Paid Search > Referral
JOURNEY-01138,CUST-01138,2025-02-12 21:42:00,2025-02-21 04:02:00,Paid Search,Organic Social,Competitor Search,LinkedIn Organic,4,3,0,0,0.0,198.33,,,Paid Search > Display > Paid Search > Organic Social
JOURNEY-01139,CUST-01139,2025-03-25 19:58:00,2025-04-01 19:13:00,Email,Paid Search,Welcome Series,Competitor Search,3,3,0,0,0.0,167.25,,,Email > Direct > Paid Search
JOURNEY-01140,CUST-01140,2025-02-24 05:16:00,2025-03-06 21:24:00,Direct,Organic Search,Direct Visit,SEO Blog,5,3,0,0,0.0,256.13,,,Direct > Direct > Paid Social > Direct > Organic Search
JOURNEY-01141,CUST-01141,2025-02-18 12:39:00,2025-02-23 19:58:00,Direct,Referral,Direct Visit,Customer Referral,4,4,1,1,99.94,127.32,2025-02-23 19:58:00,5.3,Direct > Display > Paid Social > Referral
JOURNEY-01142,CUST-01142,2025-05-17 02:44:00,2025-05-20 18:38:00,Paid Search,Organic Search,Brand Search,Educational Content,3,3,1,1,209.28,87.9,2025-05-20 18:38:00,3.66,Paid Search > Organic Social > Organic Search
JOURNEY-01143,CUST-01143,2025-04-19 06:59:00,2025-04-30 22:06:00,Paid Social,Organic Social,Instagram Ads,LinkedIn Organic,6,5,1,1,331.88,279.12,2025-04-30 22:06:00,11.63,Paid Social > Direct > Organic Search > Email > Direct > Organic Social
JOURNEY-01144,CUST-01144,2025-01-14 05:37:00,2025-01-19 21:24:00,Email,Email,Newsletter,Promotional Email,3,2,0,0,0.0,135.78,,,Email > Organic Social > Email
JOURNEY-01145,CUST-01145,2025-06-26 20:23:00,2025-06-29 11:02:00,Direct,Email,Direct Visit,Newsletter,2,2,1,1,92.02,62.65,2025-06-29 11:02:00,2.61,Direct > Email
JOURNEY-01146,CUST-01146,2025-05-02 02:59:00,2025-05-11 22:25:00,Display,Paid Search,Prospecting,Brand Search,5,4,0,0,0.0,235.43,,,Display > Direct > Paid Search > Organic Search > Paid Search
JOURNEY-01147,CUST-01147,2025-01-29 17:46:00,2025-02-05 21:17:00,Email,Email,Welcome Series,Welcome Series,5,3,0,0,0.0,171.52,,,Email > Organic Search > Paid Search > Email > Email
JOURNEY-01148,CUST-01148,2025-06-12 17:12:00,2025-06-17 07:25:00,Paid Search,Email,Competitor Search,Newsletter,5,3,0,0,0.0,110.22,,,Paid Search > Paid Social > Email > Paid Social > Email
JOURNEY-01149,CUST-01149,2025-02-17 20:45:00,2025-02-27 16:48:00,Paid Social,Paid Search,Instagram Ads,Brand Search,5,4,0,0,0.0,236.05,,,Paid Social > Paid Search > Display > Organic Search > Paid Search
JOURNEY-01150,CUST-01150,2025-05-31 14:43:00,2025-06-04 05:21:00,Paid Search,Organic Search,Competitor Search,SEO Blog,2,2,0,0,0.0,86.63,,,Paid Search > Organic Search
JOURNEY-01151,CUST-01151,2025-05-28 14:53:00,2025-05-29 05:55:00,Direct,Email,Direct Visit,Promotional Email,2,2,0,0,0.0,15.03,,,Direct > Email
JOURNEY-01152,CUST-01152,2025-01-01 08:02:00,2025-01-04 06:02:00,Organic Search,Paid Search,SEO Blog,Product Search,5,4,0,0,0.0,70.0,,,Organic Search > Direct > Organic Search > Paid Social > Paid Search
JOURNEY-01153,CUST-01153,2025-05-24 08:13:00,2025-05-25 02:03:00,Display,Paid Social,Banner Campaign,LinkedIn Ads,2,2,1,1,93.27,17.83,2025-05-25 02:03:00,0.74,Display > Paid Social
JOURNEY-01154,CUST-01154,2025-02-22 20:58:00,2025-02-25 04:36:00,Organic Search,Direct,SEO Blog,Direct Visit,2,2,0,0,0.0,55.63,,,Organic Search > Direct
JOURNEY-01155,CUST-01155,2025-05-04 21:54:00,2025-05-04 21:54:00,Paid Social,Paid Social,LinkedIn Ads,LinkedIn Ads,1,1,0,0,0.0,0.0,,,Paid Social
JOURNEY-01156,CUST-01156,2025-03-15 20:24:00,2025-03-19 06:50:00,Paid Search,Organic Search,Brand Search,Product Pages,3,3,0,0,0.0,82.43,,,Paid Search > Referral > Organic Search
JOURNEY-01157,CUST-01157,2025-01-08 18:44:00,2025-01-16 20:24:00,Organic Search,Email,Educational Content,Newsletter,4,3,0,0,0.0,193.67,,,Organic Search > Paid Search > Organic Search > Email
JOURNEY-01158,CUST-01158,2025-05-21 02:05:00,2025-06-04 18:38:00,Organic Search,Paid Social,Educational Content,Facebook Ads,7,6,0,0,0.0,352.55,,,Organic Search > Direct > Organic Search > Paid Search > Organic Social > Display > Paid Social
JOURNEY-01159,CUST-01159,2025-01-26 22:06:00,2025-02-01 10:58:00,Paid Social,Organic Search,LinkedIn Ads,Educational Content,4,3,0,0,0.0,132.87,,,Paid Social > Email > Paid Social > Organic Search
JOURNEY-01160,CUST-01160,2025-06-22 18:08:00,2025-06-29 16:41:00,Organic Social,Direct,LinkedIn Organic,Direct Visit,4,4,0,0,0.0,166.55,,,Organic Social > Organic Search > Email > Direct
JOURNEY-01161,CUST-01161,2025-04-02 18:47:00,2025-04-02 18:47:00,Referral,Referral,Partner Website,Partner Website,1,1,0,0,0.0,0.0,,,Referral
JOURNEY-01162,CUST-01162,2025-05-27 02:43:00,2025-06-04 00:53:00,Email,Email,Promotional Email,Welcome Series,4,3,0,0,0.0,190.17,,,Email > Organic Social > Organic Search > Email
JOURNEY-01163,CUST-01163,2025-05-11 14:25:00,2025-05-13 23:15:00,Paid Social,Organic Search,Facebook Ads,Educational Content,3,3,1,1,115.6,56.83,2025-05-13 23:15:00,2.37,Paid Social > Direct > Organic Search
JOURNEY-01164,CUST-01164,2025-02-26 20:54:00,2025-03-01 16:30:00,Direct,Paid Search,Direct Visit,Product Search,2,2,0,0,0.0,67.6,,,Direct > Paid Search
JOURNEY-01165,CUST-01165,2025-02-15 04:19:00,2025-02-15 21:09:00,Paid Search,Paid Social,Competitor Search,Instagram Ads,2,2,0,0,0.0,16.83,,,Paid Search > Paid Social
JOURNEY-01166,CUST-01166,2025-01-12 08:38:00,2025-01-15 12:59:00,Organic Search,Referral,Educational Content,Customer Referral,2,2,0,0,0.0,76.35,,,Organic Search > Referral
JOURNEY-01167,CUST-01167,2025-05-08 01:04:00,2025-05-09 12:00:00,Organic Search,Direct,SEO Blog,Direct Visit,2,2,0,0,0.0,34.93,,,Organic Search > Direct
JOURNEY-01168,CUST-01168,2025-06-28 05:39:00,2025-07-10 01:31:00,Organic Search,Paid Social,Educational Content,LinkedIn Ads,5,4,0,0,0.0,283.87,,,Organic Search > Paid Search > Paid Social > Organic Social > Paid Social
JOURNEY-01169,CUST-01169,2025-04-16 19:23:00,2025-04-18 06:29:00,Paid Search,Organic Search,Competitor Search,SEO Blog,2,2,0,0,0.0,35.1,,,Paid Search > Organic Search
JOURNEY-01170,CUST-01170,2025-04-24 14:22:00,2025-05-02 01:39:00,Display,Organic Search,Prospecting,SEO Blog,3,3,0,0,0.0,179.28,,,Display > Direct > Organic Search
JOURNEY-01171,CUST-01171,2025-01-11 01:53:00,2025-01-17 19:23:00,Organic Search,Organic Search,SEO Blog,Product Pages,3,2,0,0,0.0,161.5,,,Organic Search > Direct > Organic Search
JOURNEY-01172,CUST-01172,2025-02-21 08:57:00,2025-02-23 06:51:00,Paid Social,Email,Instagram Ads,Welcome Series,2,2,1,1,78.77,45.9,2025-02-23 06:51:00,1.91,Paid Social > Email
JOURNEY-01173,CUST-01173,2025-03-16 20:22:00,2025-03-26 06:44:00,Direct,Organic Social,Direct Visit,Instagram Organic,6,5,0,0,0.0,226.37,,,Direct > Referral > Paid Search > Paid Social > Organic Social > Organic Social
JOURNEY-01174,CUST-01174,2025-02-09 02:38:00,2025-02-19 16:32:00,Direct,Organic Search,Direct Visit,Educational Content,6,4,0,0,0.0,253.9,,,Direct > Organic Search > Display > Referral > Direct > Organic Search
JOURNEY-01175,CUST-01175,2025-06-08 10:01:00,2025-06-19 11:23:00,Direct,Paid Social,Direct Visit,Instagram Ads,6,4,1,1,170.58,265.37,2025-06-19 11:23:00,11.06,Direct > Email > Paid Social > Email > Organic Search > Paid Social
JOURNEY-01176,CUST-01176,2025-05-20 17:42:00,2025-05-28 13:56:00,Display,Direct,Retargeting,Direct Visit,3,3,1,1,482.12,188.23,2025-05-28 13:56:00,7.84,Display > Organic Search > Direct
JOURNEY-01177,CUST-01177,2025-05-15 01:52:00,2025-05-20 19:55:00,Referral,Email,Partner Website,Welcome Series,5,4,0,0,0.0,138.05,,,Referral > Direct > Direct > Organic Search > Email
JOURNEY-01178,CUST-01178,2025-02-17 02:00:00,2025-02-18 08:19:00,Display,Email,Banner Campaign,Newsletter,2,2,1,1,182.77,30.32,2025-02-18 08:19:00,1.26,Display > Email
JOURNEY-01179,CUST-01179,2025-02-04 04:09:00,2025-02-11 05:47:00,Direct,Direct,Direct Visit,Direct Visit,4,3,1,1,273.01,169.63,2025-02-11 05:47:00,7.07,Direct > Referral > Email > Direct
JOURNEY-01180,CUST-01180,2025-05-10 10:47:00,2025-05-14 21:31:00,Organic Social,Organic Social,TikTok Organic,TikTok Organic,3,2,1,1,212.01,106.73,2025-05-14 21:31:00,4.45,Organic Social > Paid Social > Organic Social
JOURNEY-01181,CUST-01181,2025-01-15 12:49:00,2025-01-24 06:29:00,Organic Social,Paid Search,TikTok Organic,Competitor Search,4,3,0,0,0.0,209.67,,,Organic Social > Paid Search > Email > Paid Search
JOURNEY-01182,CUST-01182,2025-01-25 09:28:00,2025-01-31 15:08:00,Display,Email,Prospecting,Welcome Series,5,5,1,1,122.0,149.67,2025-01-31 15:08:00,6.24,Display > Organic Search > Paid Search > Paid Social > Email
JOURNEY-01183,CUST-01183,2025-03-19 13:46:00,2025-03-27 00:08:00,Organic Social,Paid Social,LinkedIn Organic,LinkedIn Ads,6,5,0,0,0.0,178.37,,,Organic Social > Email > Direct > Paid Search > Direct > Paid Social
JOURNEY-01184,CUST-01184,2025-03-23 16:40:00,2025-03-28 22:59:00,Paid Search,Email,Product Search,Welcome Series,4,4,0,0,0.0,126.32,,,Paid Search > Organic Search > Direct > Email
JOURNEY-01185,CUST-01185,2025-02-01 23:00:00,2025-02-04 03:52:00,Organic Social,Paid Search,TikTok Organic,Product Search,3,3,0,0,0.0,52.87,,,Organic Social > Referral > Paid Search
JOURNEY-01186,CUST-01186,2025-06-15 02:55:00,2025-06-22 17:46:00,Organic Search,Direct,Educational Content,Direct Visit,5,4,0,0,0.0,182.85,,,Organic Search > Paid Social > Organic Social > Organic Search > Direct
JOURNEY-01187,CUST-01187,2025-05-01 01:44:00,2025-05-07 05:03:00,Organic Social,Paid Social,Instagram Organic,Facebook Ads,4,4,0,0,0.0,147.32,,,Organic Social > Display > Paid Search > Paid Social
JOURNEY-01188,CUST-01188,2025-06-22 14:36:00,2025-07-03 08:11:00,Referral,Paid Social,Partner Website,Facebook Ads,7,5,0,0,0.0,257.58,,,Referral > Email > Paid Search > Direct > Email > Direct > Paid Social
JOURNEY-01189,CUST-01189,2025-05-01 06:22:00,2025-05-12 23:26:00,Email,Direct,Newsletter,Direct Visit,6,6,1,1,132.5,281.07,2025-05-12 23:26:00,11.71,Email > Paid Social > Display > Organic Search > Organic Social > Direct
JOURNEY-01190,CUST-01190,2025-04-06 02:28:00,2025-04-09 19:22:00,Organic Search,Paid Search,Educational Content,Product Search,3,3,0,0,0.0,88.9,,,Organic Search > Direct > Paid Search
JOURNEY-01191,CUST-01191,2025-01-15 16:47:00,2025-01-24 03:43:00,Email,Organic Search,Welcome Series,Educational Content,7,5,0,0,0.0,202.93,,,Email > Organic Social > Direct > Paid Social > Email > Paid Social > Organic Search
JOURNEY-01192,CUST-01192,2025-05-19 04:18:00,2025-05-27 11:37:00,Direct,Direct,Direct Visit,Direct Visit,5,4,0,0,0.0,199.32,,,Direct > Paid Search > Paid Social > Email > Direct
JOURNEY-01193,CUST-01193,2025-02-26 03:46:00,2025-03-06 22:55:00,Paid Search,Direct,Product Search,Direct Visit,5,5,0,0,0.0,211.15,,,Paid Search > Display > Referral > Organic Social > Direct
JOURNEY-01194,CUST-01194,2025-02-21 08:12:00,2025-03-02 04:59:00,Paid Search,Organic Search,Competitor Search,Educational Content,6,4,1,1,105.07,212.78,2025-03-02 04:59:00,8.87,Paid Search > Organic Search > Paid Social > Referral > Paid Search > Organic Search
JOURNEY-01195,CUST-01195,2025-01-15 15:28:00,2025-01-25 23:18:00,Paid Social,Email,Instagram Ads,Promotional Email,4,3,0,0,0.0,247.83,,,Paid Social > Organic Search > Paid Social > Email
JOURNEY-01196,CUST-01196,2025-04-23 15:44:00,2025-04-25 02:22:00,Organic Search,Referral,Educational Content,Customer Referral,3,3,0,0,0.0,34.63,,,Organic Search > Paid Search > Referral
JOURNEY-01197,CUST-01197,2025-05-23 14:11:00,2025-05-25 08:05:00,Paid Social,Paid Search,Facebook Ads,Competitor Search,3,3,0,0,0.0,41.9,,,Paid Social > Email > Paid Search
JOURNEY-01198,CUST-01198,2025-03-25 22:58:00,2025-04-11 08:02:00,Email,Direct,Promotional Email,Direct Visit,7,5,0,0,0.0,393.07,,,Email > Organic Search > Referral > Organic Social > Direct > Email > Direct
JOURNEY-01199,CUST-01199,2025-04-04 01:43:00,2025-04-05 07:11:00,Email,Organic Social,Newsletter,LinkedIn Organic,2,2,0,0,0.0,29.47,,,Email > Organic Social
JOURNEY-01200,CUST-01200,2025-01-29 14:20:00,2025-01-31 22:13:00,Display,Paid Social,Prospecting,LinkedIn Ads,5,5,0,0,0.0,55.88,,,Display > Direct > Email > Referral > Paid Social
JOURNEY-01201,CUST-01201,2025-03-09 23:43:00,2025-03-14 23:30:00,Display,Paid Social,Retargeting,LinkedIn Ads,5,5,0,0,0.0,119.78,,,Display > Referral > Email > Organic Search > Paid Social
JOURNEY-01202,CUST-01202,2025-02-28 12:31:00,2025-03-08 11:38:00,Paid Social,Referral,LinkedIn Ads,Customer Referral,4,4,0,0,0.0,191.12,,,Paid Social > Display > Organic Social > Referral
JOURNEY-01203,CUST-01203,2025-02-20 18:15:00,2025-02-27 21:51:00,Paid Social,Email,LinkedIn Ads,Newsletter,5,4,1,1,84.52,171.6,2025-02-27 21:51:00,7.15,Paid Social > Email > Paid Search > Organic Search > Email
JOURNEY-01204,CUST-01204,2025-05-26 03:56:00,2025-05-29 01:21:00,Email,Paid Search,Welcome Series,Product Search,3,3,0,0,0.0,69.42,,,Email > Direct > Paid Search
JOURNEY-01205,CUST-01205,2025-01-21 08:52:00,2025-01-28 15:29:00,Email,Organic Search,Promotional Email,Educational Content,4,2,0,0,0.0,174.62,,,Email > Organic Search > Email > Organic Search
JOURNEY-01206,CUST-01206,2025-06-29 10:24:00,2025-07-01 05:33:00,Paid Search,Paid Search,Brand Search,Product Search,3,2,0,0,0.0,43.15,,,Paid Search > Display > Paid Search
JOURNEY-01207,CUST-01207,2025-05-26 11:26:00,2025-06-01 00:15:00,Organic Search,Paid Search,SEO Blog,Competitor Search,3,3,0,0,0.0,132.82,,,Organic Search > Display > Paid Search
JOURNEY-01208,CUST-01208,2025-03-06 19:20:00,2025-03-09 14:28:00,Organic Search,Email,Product Pages,Welcome Series,2,2,0,0,0.0,67.13,,,Organic Search > Email
JOURNEY-01209,CUST-01209,2025-06-15 18:04:00,2025-06-28 07:01:00,Paid Social,Organic Search,Facebook Ads,Product Pages,7,6,0,0,0.0,300.95,,,Paid Social > Email > Paid Search > Email > Direct > Display > Organic Search
JOURNEY-01210,CUST-01210,2025-05-05 22:15:00,2025-05-10 09:06:00,Referral,Organic Social,Affiliate,TikTok Organic,4,3,1,1,117.86,106.85,2025-05-10 09:06:00,4.45,Referral > Paid Search > Referral > Organic Social
JOURNEY-01211,CUST-01211,2025-06-14 20:27:00,2025-06-17 02:41:00,Organic Search,Organic Social,Educational Content,TikTok Organic,3,3,0,0,0.0,54.23,,,Organic Search > Referral > Organic Social
JOURNEY-01212,CUST-01212,2025-04-07 20:41:00,2025-04-11 05:29:00,Organic Search,Paid Search,Product Pages,Product Search,3,3,0,0,0.0,80.8,,,Organic Search > Paid Social > Paid Search
JOURNEY-01213,CUST-01213,2025-01-13 09:30:00,2025-01-17 11:02:00,Organic Search,Paid Search,SEO Blog,Brand Search,4,3,1,1,64.2,97.53,2025-01-17 11:02:00,4.06,Organic Search > Paid Search > Paid Social > Paid Search
JOURNEY-01214,CUST-01214,2025-06-02 13:52:00,2025-06-05 15:39:00,Direct,Paid Social,Direct Visit,Instagram Ads,2,2,0,0,0.0,73.78,,,Direct > Paid Social
